track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
5DLN0LQbIAD28k53GJfRPq,Anthrax,Halloween Metal Nights,Indians,1,341066,False,0.349,0.983,4,-5.969,0,0.0564,0.00065,0.000892,0.0365,0.422,105.571,4,thrash-metal
67BMusU7lw2tEwR9mPiE5m,Anthrax;Public Enemy,Release Your ANGER,Bring The Noise,0,210493,False,0.599,0.831,2,-7.86,1,0.159,0.000155,2.13e-06,0.117,0.281,121.05,4,thrash-metal
2aaClnypAakdAmLw74JXxB,Sepultura,Metal,Arise,0,198226,False,0.371,0.961,9,-6.765,0,0.0931,1.52e-05,0.0548,0.0916,0.159,115.336,4,thrash-metal
4WJTKbNJQ41zXnb84jSWaj,Sepultura,Groove Metal Roots & Branches,Roots Bloody Roots,0,212253,False,0.435,0.874,0,-6.664,1,0.123,0.000337,0.0419,0.311,0.265,120.167,4,thrash-metal
20uDfvpjbtEFz4AeC9O7AQ,Megadeth,Halloween Metal Nights,"The Sick, The Dying… And The Dead!",2,304053,False,0.303,0.976,5,-3.583,0,0.225,0.00266,0.135,0.0707,0.193,88.536,4,thrash-metal
2iA4neLS2rg1dlciGgmt4X,Megadeth,Release Your ANGER,Symphony Of Destruction,0,246733,False,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4,thrash-metal
1955ZZJe1TzmSR0TomnNjI,Megadeth,Halloween Spooky Party 2022,Symphony Of Destruction,0,246733,False,0.61,0.889,4,-5.452,0,0.0585,0.000794,0.0865,0.0657,0.506,139.903,4,thrash-metal
1M8LMTTEajUuw7AN0g4f4i,Megadeth,Halloween Metal Nights,Holy Wars...The Punishment Due - Remastered,2,392600,False,0.327,0.985,11,-3.941,1,0.151,0.00177,0.108,0.351,0.218,125.232,4,thrash-metal
582QmuQapDg7uo1jcAKsgN,Megadeth,Release Your ANGER,Holy Wars...The Punishment Due - Remastered,0,392600,False,0.327,0.985,11,-3.941,1,0.151,0.00177,0.108,0.351,0.218,125.232,4,thrash-metal
24cUJMEiMkGfdhTgt2ZUgV,Halestorm,Rock - Best of 2022,The Steeple,4,207445,False,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01,4,symphonic-metal
4yUk1knKtOuUEPT2iy85Xp,Halestorm,Metal,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,symphonic-metal
5F2b8ExevODMQehJcEVjz9,Halestorm,Rock Brandneu,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,symphonic-metal
7JJ2YihKiiTove86Gt12LV,Halestorm,Top of the Rock,The Steeple,0,207445,False,0.43,0.981,5,-2.929,1,0.0744,0.00014,5.45e-06,0.287,0.585,157.01,4,symphonic-metal
3bG1B0UTDX0UYg9qeec3gL,Halestorm,Metal Lives!,Wicked Ways,0,206959,False,0.342,0.991,2,-2.836,1,0.125,2.44e-05,0.049,0.404,0.242,176.359,4,symphonic-metal
5v3TSHYm8BzbON2u6QBEG7,Burzum,Filosofem,Dunkelheit,52,425066,False,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,4,black-metal
0mJUxFpEI1eAOIIfnNoZ4G,Cradle Of Filth,Lovecraft & Witch Hearts,Hallowed Be Thy Name,51,430733,False,0.428,0.972,2,-1.998,0,0.0666,7.16e-05,0.0736,0.0787,0.225,118.306,4,black-metal
7v9HNMlAe2UBaEhvaCk5wX,Make Them Suffer,Doomswitch,Doomswitch,58,275205,True,0.25,0.952,9,-4.059,0,0.209,2.45e-05,0.0135,0.0892,0.126,143.022,3,black-metal
3wBHF6evf55iEzyMtReJSH,Behemoth,I Loved You at Your Darkest,Bartzabel,47,301285,False,0.468,0.913,6,-5.67,1,0.072,0.0265,0.0769,0.0787,0.187,109.003,4,black-metal
5FBToB2y0ie4fq3WjfsFFE,Sadness,I Want to Be There,I Want to Be with You,41,355474,False,0.144,0.466,5,-6.715,1,0.0522,0.686,0.423,0.0764,0.0737,87.29,4,black-metal
6WuqJLVZcyJklg7lIozAO8,Cradle Of Filth,Nymphetamine Special Edition,Nymphetamine Fix,54,302360,False,0.462,0.905,0,-3.825,0,0.0438,0.00066,0.0402,0.0839,0.253,122.925,3,black-metal
4ar1c2LuEYvcyRfPB8lFPC,ORM,Intet • Altet,Fra dyden,26,1478618,False,0.174,0.664,6,-12.485,0,0.0789,0.00128,0.264,0.0543,0.0371,127.958,3,black-metal
5wWRdIjndDOh1j4OXAPpdD,Mayhem,Deathcrush,Deathcrush,51,212986,False,0.219,0.908,7,-8.505,1,0.1,1.92e-06,0.933,0.319,0.208,121.476,3,black-metal
0Jt4oMpZKEFRrHYBNglgzt,Dissection,Reinkaos,Maha-Kali,40,366333,False,0.571,0.853,1,-4.733,0,0.0303,3.37e-05,0.126,0.0919,0.648,109.019,4,black-metal
4CyEtLfXTjday5wQ6yHJQG,Rotting Christ,Rituals,Devadevam,36,318248,False,0.387,0.809,2,-5.499,1,0.0526,5.03e-05,0.831,0.0832,0.0706,115.975,4,black-metal
2FsDybzWgntIa8M3Y7AenT,Behemoth,The Satanist,O Father O Satan O Sun!,49,433440,True,0.261,0.92,1,-4.151,1,0.064,0.000382,2.78e-05,0.157,0.183,84.013,4,black-metal
5JxyDHWj4XMRgvuRzWd9JK,Dimmu Borgir,Abrahadabra,Gateways,49,310026,False,0.172,0.943,10,-4.377,0,0.107,0.000224,0.000132,0.168,0.15,165.144,5,black-metal
07zQA8UkyxpmnRhPjHOVOB,Behemoth,The Satanist,Blow Your Trumpets Gabriel,47,265440,True,0.175,0.945,6,-4.632,1,0.0832,0.000226,0.0056,0.285,0.169,118.282,4,black-metal
7IZ7SwZfnXMKKwMIGdE6o8,Avhath,FELO DE SE / HALLOWED GROUND,HALLOWED GROUND,31,170101,False,0.134,0.899,4,-6.426,0,0.0699,1.83e-05,0.9,0.23,0.118,90.559,4,black-metal
50dpeks48j0zMECIKVAGUG,Alcest,Les voyages de l'âme,Autre temps,44,350320,False,0.24,0.548,1,-8.378,0,0.0325,0.00607,0.875,0.0941,0.128,127.337,4,black-metal
1eD8fNbyfyXWrTLokilmEM,Alcest,Souvenirs d'un autre monde,Souvenirs d'un autre monde,42,368626,False,0.354,0.704,6,-6.957,1,0.0438,0.00617,0.897,0.111,0.245,128.001,4,black-metal
3P4Vcz7MhJngRf8WUAaoA0,Rotting Christ,Kata Ton Daimona Eaytoy (Do What Thou Wilt),Χ Ξ Σ - 666,46,348053,False,0.39,0.758,3,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,4,black-metal
5DFnmcshyxsonqTvanqZPY,Alcest,Spiritual Instinct,Sapphire,49,300503,False,0.402,0.76,8,-8.138,0,0.0386,1.05e-05,0.85,0.0791,0.199,74.999,4,black-metal
4AP3a7eEOlz5sTJiWnv2C6,Mayhem,De Mysteriis Dom Sathanas,Freezing Moon,56,383053,False,0.168,0.974,4,-9.116,1,0.112,3.05e-05,0.641,0.0752,0.0943,93.424,4,black-metal
5hmek3mrSYvfSElBsPNbxo,Morbid Angel,Altars of Madness,Immortal Rites,48,243520,False,0.19,0.934,1,-7.796,1,0.056,8.08e-06,0.107,0.363,0.36,98.424,3,death-metal
3jmkqJcTvtyuAk0YHTMkc7,Behemoth,Evangelion,Ov Fire and the Void,49,267320,False,0.471,0.973,1,-4.35,1,0.0806,2.29e-05,0.621,0.0243,0.152,130.034,4,black-metal
40KkV9bemT9yBfJjpSERrz,End It,Unpleasant Living,Hatekeeper,31,61412,False,0.346,0.992,6,-4.339,1,0.204,0.00722,0.0,0.308,0.357,141.893,4,black-metal
57wRFUIAiZfURSiep1assa,Shemhamforash,Apophis,Apophis,47,428000,False,0.265,0.983,11,-7.109,1,0.139,5.64e-06,0.765,0.04,0.106,120.087,4,black-metal
7AjkuLsNPcM6avZGqjF8cB,I AM,Eternal Steel,Manic Cure,26,206320,False,0.449,0.994,0,-2.41,1,0.125,0.000223,0.535,0.108,0.0992,119.98,3,black-metal
0bKs1y9PTFBddM9qj0JGvb,Dimmu Borgir,Puritanical Euphoric Misanthropia,Puritania,54,186488,False,0.303,0.969,8,-2.466,1,0.162,9.03e-05,0.844,0.417,0.163,109.384,5,black-metal
2j85ShNko7d2pvJewzaM4B,Avhath,FELO DE SE / HALLOWED GROUND,FELO DE SE,25,366586,False,0.273,0.899,10,-6.02,0,0.185,7.5e-05,0.937,0.309,0.0369,142.966,4,black-metal
2rRR9o5zjuSUwrspfyXKPr,I AM,Eternal Steel,Heaven on Earth,27,209346,False,0.185,0.937,5,-2.979,1,0.0799,8.28e-05,0.862,0.125,0.0599,80.13,4,black-metal
5v3TSHYm8BzbON2u6QBEG7,Burzum,Filosofem,Dunkelheit,52,425066,False,0.295,0.545,4,-9.214,0,0.0442,1.5e-06,0.891,0.585,0.438,54.669,4,black-metal
2vBI49IdIk4DkM3SqmCJn4,Avhath,The Annual Horrors,The Annual Horrors,26,138837,False,0.338,0.944,0,-7.518,1,0.0547,0.00012,0.946,0.161,0.115,93.53,4,black-metal
3Y0mO23hXne5SPDjHQIXpI,Eshtadur,MOTHER GRAY,Burning Heart - Survivor Cover,25,273871,False,0.427,0.921,11,-4.639,0,0.0608,0.00163,2.45e-05,0.0839,0.397,99.959,4,black-metal
6BudTyfN4IAnhEndUwB1j3,Deicide,Metal,Once upon the Cross,0,214213,False,0.205,0.95,10,-8.498,0,0.131,1.93e-05,0.805,0.212,0.313,184.498,4,black-metal
01d8pAucIn2NA37da2uHZK,Gruzja,Vulgator (Priest Simulator Ost),Legion,25,288101,False,0.296,0.908,0,-4.699,1,0.163,0.000496,0.000334,0.599,0.236,175.047,4,black-metal
14JG4VbsqeLsFuDJlkybOT,Cradle Of Filth,From The Cradle To Enslave,From the Cradle to Enslave,48,397160,False,0.342,0.926,7,-6.313,0,0.0939,3.96e-05,0.683,0.186,0.0972,147.313,4,black-metal
6IvxXL0dqXJlgIoIFfMqFA,Satyricon,"Now, Diabolical",K.I.N.G,52,216346,False,0.533,0.954,9,-6.632,1,0.0505,9.66e-06,0.398,0.051,0.398,129.758,4,black-metal
0IVdlBreRkZn0ftoUwB0T6,Cradle Of Filth,Midian,Her Ghost in the Fog,48,384813,False,0.379,0.996,2,-3.023,0,0.285,0.00457,9.26e-06,0.0981,0.0386,128.049,4,black-metal
0qZw82sJY8aIiT1aGyNCKt,End It,End It,Give Up / Vas a Morir,26,145264,False,0.197,0.932,6,-4.834,1,0.0811,1.41e-05,0.937,0.349,0.734,164.071,4,black-metal
76ILK5W3g9Vxt3M5a4hBZp,Wiegedood,There's Always Blood At The End Of The Road,Until It Is Not,25,340482,False,0.223,0.943,9,-3.981,1,0.235,2.58e-05,0.969,0.375,0.0306,78.705,4,black-metal
3mTgAI0JvkBcOJCj3B9iEk,Gruzja,Vulgator (Priest Simulator Ost),Wybór Nie Zakaz,27,208946,True,0.499,0.973,2,-5.173,1,0.106,0.000156,0.0964,0.285,0.25,124.976,4,black-metal
7lb82F4jY2jH9996rMc8U9,Winds of Plague,The Great Stone War,The Great Stone War,25,257733,False,0.276,0.976,4,-3.863,1,0.185,4.37e-05,0.589,0.581,0.137,130.074,4,black-metal
3ep9xmBBCpieRlWuIEc4xy,Winds of Plague,Decimate the Weak,Origins and Endings,26,270213,False,0.297,0.929,9,-3.547,0,0.0844,1.7e-05,0.367,0.0751,0.252,124.959,4,black-metal
4PE5KCTtRcMhQUHBXvBlXR,Cradle Of Filth,Metal,Courting Baphomet,0,317480,False,0.476,0.968,0,-5.046,0,0.0424,0.000103,0.0487,0.0469,0.421,94.993,4,black-metal
7l04WFDhxrgYoiUgiaTL1r,Kanonenfieber,Menschenmühle,Ins Niemandsland,28,260933,False,0.532,0.926,7,-8.869,1,0.0949,0.000892,0.384,0.351,0.213,134.069,4,black-metal
7MvuFyAPlXazo6NUuei5Di,Therion,Les Fleurs du mal,Lilith,26,148626,False,0.328,0.8,7,-4.682,1,0.0374,0.00193,0.00171,0.265,0.428,81.455,4,symphonic-metal
4H2GYxGRMKTsbDRzcjbjCp,End It,One Way Track,One Way Track,30,135530,False,0.244,0.939,2,-3.156,1,0.126,0.000255,0.699,0.343,0.394,177.634,4,black-metal
5R4YNUrn32685RHjuDg5NK,Eisregen,Leblos,Leblos,29,234013,True,0.458,0.963,11,-5.455,0,0.0623,2.4e-05,2.31e-05,0.156,0.607,74.991,4,black-metal
5U8xc7Ui7hC3o4X4KdR94V,Winds of Plague,Decimate the Weak,Angels of Debauchery,25,272693,False,0.481,0.959,4,-3.658,0,0.0944,3.55e-05,0.675,0.133,0.28,114.399,4,black-metal
3MBcaBv5QE0r93kFG9PWfG,Samael,Ceremony of Opposites,Flagellation,24,221546,False,0.353,0.973,1,-6.297,1,0.0787,1.31e-05,0.708,0.104,0.286,118.021,4,black-metal
1PHqmiRTZnqHZkkR9Zjtvh,Samael,Ceremony of Opposites,Crown,25,246200,False,0.266,0.921,6,-6.115,1,0.0387,0.000736,0.658,0.0929,0.399,88.255,4,black-metal
527SR1b4bqUhBpdcZjU9kQ,Sarcófago,The Laws of Scourge,Midnight Queen,31,375666,False,0.258,0.804,2,-8.187,1,0.0441,5.71e-05,0.768,0.173,0.145,120.728,4,black-metal
0fTUNF9d05iOUPZk1uFG4R,Samael,Ceremony of Opposites,Till We Meet Again,24,251706,False,0.357,0.943,1,-6.679,1,0.0608,0.000122,0.313,0.226,0.257,83.101,4,black-metal
4xmCNgOBDywVd98ho0zrJQ,Kvelertak,Kvelertak,Ordsmedar Av Rang,25,267386,True,0.4,0.823,0,-5.412,1,0.0563,0.000337,0.787,0.1,0.128,134.887,4,black-metal
5WSqNyypJ0hITVpvJMetqQ,Thurisaz,Scent of a Dream,Years of Silence,49,431293,False,0.26,0.738,1,-7.454,0,0.0378,0.283,0.0782,0.0799,0.242,117.157,3,black-metal
6l3A2EWZSOA8LTMmzRCyD3,Deafheaven,Sunbather,Dream House,46,554573,False,0.1,0.804,7,-4.669,1,0.0768,6.84e-06,0.916,0.384,0.0954,82.211,4,black-metal
4ojhzCF8OEkl2HJwssewx9,Agalloch,The Mantle,A Desolation Song (2016 - Remaster),12,308522,False,0.246,0.666,9,-9.228,0,0.0487,0.375,0.204,0.223,0.319,61.256,4,black-metal
038PaU9vPDq2itJcSQrawe,Alcest,Écailles de lune,Sur l'océan couleur de fer,42,498706,False,0.464,0.306,7,-11.667,0,0.0262,0.887,0.867,0.157,0.115,133.982,4,black-metal
0wkscODHkDKzOU21rIgHy2,Cradle Of Filth,Godspeed On The Devil's Thunder,The Death of Love,42,433706,False,0.555,0.959,2,-4.212,0,0.0403,0.000974,0.00339,0.39,0.396,109.968,4,black-metal
300bSfVhnNrXHZEHKxQjPU,Alcest,Kodama,Kodama,41,547400,False,0.466,0.573,3,-9.266,0,0.031,0.000925,0.782,0.341,0.245,104.996,3,black-metal
1wJ5Z1Nkcqknyi2U2mjL0G,Agalloch,The Mantle,In The Shadow Of Our Pale Companion (2016 - Remaster),11,892319,False,0.247,0.846,11,-6.737,0,0.0531,0.00122,0.586,0.125,0.0698,115.064,4,black-metal
4Vg7M29rIPeLJwYCLHdRh2,ORM,Intet • Altet,"Floden, som kan skabe",23,1455781,False,0.102,0.65,6,-11.909,0,0.0738,0.000163,0.207,0.141,0.0605,158.445,3,black-metal
7xNQMlboWKQvUzI1FxG6Cs,Behemoth,The Satanist,Ora Pro Nobis Lucifer,44,335213,True,0.105,0.986,1,-4.138,1,0.108,1.51e-05,4.6e-05,0.0746,0.0591,176.042,4,black-metal
0iW6j69kd9YJSM66Lywz86,Akitsa,Goétie,Affront Final,23,300160,False,0.325,1.0,1,-5.453,1,0.0621,0.00065,0.0114,0.227,0.0441,171.806,4,black-metal
7B8vbKyeFTqxCVKvq0nJdt,In The Burial,Lamentations: Of Deceit & Redemption,In Linear Lights,23,478760,False,0.159,0.944,5,-5.807,1,0.0843,0.000388,0.135,0.0925,0.0375,99.721,4,black-metal
3leX6DLRl06RD1effNpB0Q,Wormwood,Arkivet,The Archive,22,429540,False,0.424,0.948,9,-6.401,0,0.096,0.0002,0.00104,0.111,0.134,136.047,4,black-metal
0GoyU0X4nwqUigVwBPSDen,Mayhem,Deathcrush,Chainsaw Gutsfuck,50,212760,True,0.249,0.828,3,-10.821,0,0.0685,3.04e-06,0.951,0.112,0.279,120.23,5,black-metal
02KTSos6KmLPG8pGozx2np,Vreid,Wild North West,Wild North West,24,323319,False,0.307,0.865,8,-4.902,1,0.0363,2.61e-05,0.813,0.0452,0.191,82.466,4,black-metal
2SWPkTic9y4pzjqXzUyOiJ,Kvaen;Rasmus Rova;Sebastian Ramstedt,The Great Below,Ensamvarg,22,277385,False,0.191,0.795,6,-13.144,1,0.057,1.24e-06,0.0157,0.266,0.336,119.931,4,black-metal
6ahKJEP3jK2TnDUwHa4sI9,Behemoth,Opvs Contra Natvram,Post-God Nirvana,49,190520,True,0.365,0.685,1,-9.227,1,0.0525,0.104,0.357,0.189,0.0395,79.99,4,black-metal
0SoSGyMnR4NJL6aK2IA0ea,Gruzja,Vulgator (Priest Simulator Ost),Happy End,24,228491,True,0.575,0.863,2,-4.917,1,0.05,0.000795,0.0226,0.154,0.637,120.033,4,black-metal
0PeeknWE7vgcMdwzbKRfCy,Mortuary Drape,All the Witches Dance,Primordial,22,187066,False,0.246,0.997,8,-5.478,1,0.0981,0.00013,0.000264,0.323,0.0828,169.21,4,black-metal
0qZfhc3NDoeWKomjWX3DBU,LIK,Carnage,Rid You of Your Flesh,23,220200,False,0.209,0.989,0,-4.644,1,0.125,1.87e-06,0.348,0.177,0.113,104.536,4,black-metal
4BspUUse4sw1i8YYKA8oSD,Celtic Frost,Monotheist,A Dying God Coming into Human Flesh,47,339186,False,0.153,0.329,3,-5.575,0,0.0362,0.0125,0.918,0.0604,0.0793,102.001,3,black-metal
0A4Xb4Io50uHnHZ1V8x2KC,Behemoth,Opvs Contra Natvram,The Deathless Sun,51,283336,False,0.265,0.962,2,-4.871,1,0.108,1.27e-05,0.000862,0.4,0.156,167.759,4,black-metal
7JxjFzQsWq7pLnbIhzgpZW,Månegarm,Ynglingaättens Öde,Adils fall,23,294933,False,0.456,0.93,2,-3.798,0,0.0515,9.53e-05,0.000171,0.457,0.54,155.98,3,black-metal
2XHG1C3ksw9EAclBFDYZ2M,Burzum,Filosofem,Jesus' Tod,47,519293,False,0.285,0.93,0,-7.939,1,0.0752,1.34e-06,0.988,0.518,0.0341,80.436,4,black-metal
08W2yaBJw7hsPuwe7NRobe,Cradle Of Filth,Damnation And A Day,Babalon A.D. (So Glad for the Madness),22,337933,False,0.408,0.981,0,-5.364,0,0.159,0.000169,0.00504,0.288,0.204,161.079,4,black-metal
21NhKlkXOJz3n8dSVL3ej5,Behemoth,Opvs Contra Natvram,Versvs Christvs,49,389927,False,0.207,0.883,1,-4.929,1,0.0722,0.000148,0.0124,0.071,0.142,181.908,4,black-metal
4bHFJc0ZIgz2lhdy9hFQA7,Alcest,Spiritual Instinct,Protection,44,349968,False,0.156,0.901,6,-8.03,1,0.0562,1.99e-05,0.806,0.035,0.171,145.627,3,black-metal
6r7puUYzh1BMIwM2hcEzoP,Moonspell,Irreligious,Raven Clows,24,196133,False,0.457,0.892,9,-6.28,0,0.0484,0.000349,0.287,0.231,0.581,134.427,4,black-metal
1nLF4GpaJe54kjjBVxIBRS,Bathory,Blood Fire Death,A Fine Day to Die,48,516266,False,0.232,0.931,9,-8.804,1,0.0808,0.00413,0.756,0.0927,0.0371,122.684,4,black-metal
0JNQXKglzHsy4eed3PWxgP,End It,End It,Blind Faith,24,171458,False,0.21,0.931,0,-5.296,1,0.0669,3.55e-05,0.909,0.343,0.453,156.866,4,black-metal
4ATJgvvr6VLCkAMZ8MxfUt,Truchło Strzygi,Gwiezdny Demon,Ostatnie tchnienie Nosferatu,25,250326,True,0.341,0.924,6,-4.794,1,0.049,1.09e-05,0.00983,0.281,0.285,132.477,4,black-metal
1T0LELb5T66hlUGmeTyTow,Eisregen,Satan liebt dich,Onkel Fritze,23,186653,False,0.488,0.993,10,-4.666,1,0.194,0.000421,3.22e-06,0.353,0.152,140.043,4,black-metal
7FzgTspwa0z7VtTE9T2iNN,Kvelertak;Nate Newton,Splid,Discord,23,253483,False,0.259,0.981,4,-6.655,0,0.0967,2.88e-06,0.944,0.706,0.103,170.105,4,black-metal
14F02KDE2vmmogIDueRaOW,Enslaved,Utgard,Urjotun,22,261213,False,0.316,0.908,1,-8.746,1,0.0489,8.26e-05,0.241,0.12,0.564,177.052,4,black-metal
021HX1LUHVepJZhtAUYHnZ,Cruel Force,The Rise Of Satanic Might,Leather And Metal,23,166426,True,0.282,0.997,6,-4.833,1,0.0774,3.3e-06,0.664,0.052,0.615,177.114,4,black-metal
1QhB4xAsples3ILh2jrADU,Hypocrisy,The Fourth Dimension / Maximum Abduction,Mind Corruption,25,231333,False,0.416,0.846,6,-8.412,1,0.0377,5.56e-05,0.00527,0.0905,0.333,101.183,4,black-metal
0QSx3sQoHPNUfg2vwh5tOi,Therion,Theli,Nightside of Eden,25,449280,False,0.439,0.739,9,-7.746,1,0.0339,0.000155,0.0458,0.227,0.308,138.986,4,symphonic-metal
2R1n2QizkN1QygvkqyHhM5,Old Man's Child,In Defiance of Existence,The Soul Receiver,23,271493,False,0.414,0.922,2,-5.348,1,0.0377,4.17e-06,0.802,0.125,0.277,139.93,4,black-metal
5EtMSb48HPvR3cV7CkEKvX,Therion,Theli,Invocation of Naamah,24,329360,False,0.403,0.727,6,-7.943,0,0.0372,0.000337,0.00218,0.199,0.141,83.934,4,symphonic-metal
2JIRtFAIUkd86PQD12Hm7r,Darkthrone,Transilvanian Hunger,Transilvanian Hunger - Studio,48,369760,True,0.267,1.0,4,-4.92,0,0.135,0.016,0.447,0.45,0.0215,138.616,4,black-metal
1gUrib1Zs9FCjWQhqQX6dh,Eisregen,Marschmusik,Fleischbrand,24,329426,False,0.446,0.939,9,-6.032,1,0.0771,2.06e-05,0.00343,0.354,0.315,140.049,4,black-metal
57QCT8L3kFQiN4AXkBRJxW,Dimmu Borgir,Spiritual Black Dimensions,The Blazing Monoliths of Defiance,22,277093,False,0.169,0.949,4,-6.789,0,0.101,2.47e-05,0.000743,0.276,0.112,112.758,4,black-metal
39CWhngoWrX3oxZM8Y15H0,Hypocrisy,End of Disclosure,Tales of Thy Spineless,25,276324,False,0.169,0.958,10,-5.11,0,0.13,1.87e-06,0.703,0.171,0.139,110.0,3,black-metal
4ZvWUYxTlbpVGfuIYHqmlL,Bölzer,Aura,Entranced By the Wolfshook,23,403000,True,0.147,0.901,4,-11.921,1,0.119,1.76e-05,0.329,0.0617,0.0978,144.397,4,black-metal
4ZSMuhXGEOniQlBI6Nns5D,Eisregen,Krebskollektion,Blutgeil,24,258680,False,0.386,0.882,0,-5.546,1,0.0434,0.000116,0.00317,0.326,0.757,142.817,4,black-metal
7472P30KNDvqlHFJ8kjohy,Satyricon,Live at the Opera,Mother North,22,502586,False,0.0855,0.995,2,-9.285,1,0.372,0.000706,0.0152,0.988,0.0263,81.51,4,black-metal
24sxcPbgnYmyMQm9N6o1Bs,Hypocrisy,A Taste of Extreme Divinity,Valley of the Damned,25,257013,False,0.4,0.984,3,-3.939,1,0.123,1.98e-06,0.901,0.324,0.0724,109.974,4,black-metal
6NVIFUaERNGQxto5i9nzD5,Samael,Passage,The Ones Who Came Before,23,222520,False,0.355,0.94,10,-7.446,1,0.0781,1.83e-06,0.818,0.214,0.126,164.235,4,black-metal
7hCliCeK5O44yfTgDR2DmK,Bucovina,Septentrion,Asteapta-Ma Dincolo (De Moarte),24,379946,False,0.417,0.965,8,-3.279,0,0.0658,5.9e-06,0.0989,0.0941,0.154,148.008,4,black-metal
77Z0K0hrN4ceXap1sk9S5P,Midnight,Rebirth by Blasphemy,Rebirth by Blasphemy,23,187506,False,0.172,0.944,1,-5.545,1,0.0683,3.75e-05,0.00133,0.117,0.221,149.696,4,black-metal
1yk4Uky6oS50wHByc90zsq,Kvelertak,Kvelertak,Utrydd Dei Svake,25,382893,True,0.364,0.747,9,-4.582,1,0.057,0.000163,0.75,0.102,0.117,161.953,4,black-metal
6nUpzmNt1zC6IhLFQ9jYRu,al'Tyr,Vive La France,Vive La France,34,472852,False,0.508,0.98,11,-6.256,0,0.143,0.00375,0.202,0.73,0.0572,103.971,4,black-metal
